time,q1,dq1,ddq1,tau1,q2,dq2,ddq2,tau2,q3,dq3,ddq3,tau3,q4,dq4,ddq4,tau4,q5,dq5,ddq5,tau5,q6,dq6,ddq6,tau6
0.0,-0.0032430664021139634,-0.00615202129737417,0.0048354145196618315,-0.050164129639708906,-0.07842337727561527,-0.004879011217674823,-0.00270665311537746,0.02895133754948839,0.005177532762660788,-0.004882506286612534,5.023678969866806e-05,-0.2635057733358195,0.05245357586602636,-0.00243515078682384,0.011057976855445009,-0.006602126887173785,0.20885694739862865,-0.0024453405165377334,0.009962532246928823,-0.006261123014752664,0.002861165344408742,-0.02197847021829685,0.00018548965053309145,-0.0024131060857137208
0.002000093460083,-0.003243150059757649,-0.00615278934811975,0.006378915705264205,-0.05027126981625791,-0.07842336618906051,-0.004880370625077875,-0.0028357312667159477,0.02890765406627958,0.005177545588786349,-0.0048822660795158415,-4.819622757940709e-05,-0.2634798224029762,0.052453639910096654,-0.00242637001391428,0.010131070141772655,-0.0065916112389979116,0.20885698211463416,-0.0024386878753835427,0.009617799126468275,-0.006222322615275644,0.002861173741385389,-0.021978317860440712,0.00018609231260149244,-0.00241451383149042
0.004000186920166,-0.00324322714906632,-0.006152414386046467,0.007871396220141888,-0.05035464983206412,-0.07842335719624102,-0.004882017018188509,-0.0029187874514530394,0.02886900262675712,0.005177558798123114,-0.004882059564248611,-0.00015103977902608268,-0.26345719544262636,0.0524537214012935,-0.0024168899104598258,0.008962400330007794,-0.006586206457716941,0.20885703576530085,-0.002431284298536243,0.009072050480159105,-0.006194704465481998,0.002861179257877124,-0.021978147660571472,0.0001840320229753852,-0.002416830356329059
0.006000280380249,-0.003243294813769657,-0.006150760632858801,0.009278178034551882,-0.05040905898008017,-0.07842335079920873,-0.004883943815593893,-0.002947662200282114,0.02883703662816443,0.005177572093458292,-0.004881896442684643,-0.00025688449315792376,-0.26343890845308293,0.05245382042671786,-0.0024068697329805676,0.007541414501482988,-0.006586705109855786,0.20885710935649554,-0.002423228081802362,0.008307956751545671,-0.006180416332383868,0.0028611813824983884,-0.021977961803052466,0.00017889046759292756,-0.002420110743818463
0.0080001354217529,-0.00324335008060229,-0.006147708508598747,0.010562743841457275,-0.0504293816388301,-0.0784233474959457,-0.004886136252268605,-0.002914625117567889,0.028813444959081013,0.005177585137468796,-0.004881786515956886,-0.00036407751953992294,-0.26342599316307136,0.05245393662524766,-0.002396503168293063,0.005862822993189826,-0.006593846091032859,0.2088572034998601,-0.0024146471357059853,0.007311760258205351,-0.006181530408602892,0.0028611796275675723,-0.021977763160796162,0.0001702781822278099,-0.0024243918490243314
0.0100002288818359,-0.0032433899222729244,-0.006143159826531071,0.011687366739318328,-0.050410743364092105,-0.07842334776680013,-0.004888570723931767,-0.002812620173188977,0.028799912286739848,0.005177597556447234,-0.004881739440400603,-0.00047073048750814663,-0.26341947201398486,0.05245406913990507,-0.0023860176457500062,0.003927419470199278,-0.006608288438127111,0.20885731834657778,-0.002405699407185574,0.006074082152620014,-0.006199979414439272,0.0028611735448985354,-0.0219775553078241,0.00015784816018782756,-0.0024296890115209704
0.0130002498626708,-0.0032434113298687073,-0.006137043089390874,0.012613841037175456,-0.05034866927116375,-0.07842335205965639,-0.004891214279409984,-0.0026355208137031796,0.028798074397081663,0.0051776089454553436,-0.004881764456202838,-0.0005747344789596577,-0.26342033019940947,0.05245421657714446,-0.0023756726781371936,0.0017428331918961193,-0.006630583897595847,0.2088574535247641,-0.0023965725683090904,0.004590705505714479,-0.006237488214435916,0.002861162742568916,-0.021977342515091505,0.00014130979559916185,-0.002435992913232975
0.0150001049041748,-0.0032434113940004888,-0.006129318761214165,0.01330430851125269,-0.05023925212541495,-0.07842336077406664,-0.004894024293152853,-0.0023783896077939526,0.02880946912706912,0.005177618874951697,-0.004881870092387655,-0.0006737825342491757,-0.2634294851194746,0.052454376975008536,-0.0023657571509703487,-0.0006758145267930495,-0.006661148809903532,0.20885760808258252,-0.0023874828868056435,0.0028633113348880577,-0.006295502167984742,0.0028611469023504745,-0.02197712972756002,0.0001204428479851733,-0.002443266681801364
0.0170001983642578,-0.0032433873936773727,-0.0061199843735989445,0.013722171182084388,-0.050079326975850665,-0.07842337424462684,-0.00489694834942425,-0.0020377364670155634,0.028835483612907397,0.00517762689890785,-0.00488206385284827,-0.0007654000600825012,-0.26344775372082896,0.052454547782116355,-0.002356585497253594,-0.0033053779800534134,-0.006700235959224993,0.20885778043930553,-0.002378673203788142,0.0009001432405186545,-0.006375113674320445,0.002861125797429314,-0.021976922520737022,9.511108606847298e-05,-0.0024514433465796983
0.0190000534057617,-0.0032433368915677934,-0.006109079311611361,0.013833078254758444,-0.04986664859210744,-0.07842339272393681,-0.00489992436816414,-0.0016117688737658814,0.0288772987664313,0.005177632564389946,-0.004882351889233177,-0.0008469833311001626,-0.26347581830837496,0.052454725849413346,-0.0023484927159341494,-0.006114306849602577,-0.006747907121143846,0.20885796834661302,-0.0023704099579186432,-0.0012834243855467892,-0.006476988605453753,0.0028610993099888464,-0.021976727035211977,6.527524562411572e-05,-0.002460423758764683
0.0210001468658447,-0.0032432578339662344,-0.006096689113237466,0.0136059713928954,-0.04960006741584722,-0.07842341636553751,-0.004902881000007192,-0.0011006270410564534,0.028935832080652767,0.005177635422541488,-0.0048827386675767085,-0.00091584607538785,-0.2635141915295629,0.05245490743652472,-0.002341828217250339,-0.009062444992583116,-0.006804007116070394,0.20885816886244696,-0.0023629792125031395,-0.003664439750154607,-0.006601294539135244,0.002861067448177577,-0.02197654988811051,3.100491976210523e-05,-0.0024700750892036553
0.0230000019073486,-0.0032431486534475426,-0.006082949107877897,0.01301416911043332,-0.049279699230447845,-0.07842344520726957,-0.004905738314396968,-0.0005065965601509413,0.02901168004938814,0.005177635040858105,-0.004883226636605282,-0.0009692739120593148,-0.2635631813429623,0.052455088234406276,-0.0023369485067508767,-0.01210103319085974,-0.006868140239498489,0.2088583783397056,-0.0023566816625714736,-0.006212073283266865,-0.006747632900218844,0.0028610303619390396,-0.021976398060855006,-7.511007851878182e-06,-0.0024802300167440098
0.0250003337860107,-0.0032430083718635997,-0.006068047214481373,0.012036467869680488,-0.0489070833069063,-0.07842347915554249,-0.0049084088001084165,0.00016570911476835156,0.02910506165957077,0.005177631016597393,-0.004883815906616053,-0.0010045861705520168,-0.26362285688660925,0.052455263405775214,-0.0023342087516748595,-0.015172937993479874,-0.0069396499888682295,0.2088585924319633,-0.0023518266227867124,-0.008887486881059638,-0.006914977284833517,0.002860988357144481,-0.021976278763164697,-4.995577486994086e-05,-0.0024906867162688452
0.0270001888275146,-0.003242836701029697,-0.006052225719087774,0.010658234552977472,-0.048485323418435096,-0.07842351797104283,-0.00491079869177085,0.0009092040301863666,0.02921576457244723,0.0051776229911172375,-0.004884503948680053,-0.0010192043710486713,-0.26369301625464425,0.05245542764452698,-0.002333953308212086,-0.01821312511817784,-0.007017603037548014,0.20885880611823532,-0.0023487250238234695,-0.011643894183773956,-0.00710162036937086,0.0028609419074421215,-0.021976199273843453,-9.587837465510176e-05,-0.0025012097485086864
0.0290002822875976,-0.0032426341381709242,-0.0060357818553437035,0.00887246241258408,-0.04801920585117817,-0.0784235612564389,-0.004912809629178895,0.0017142304828671763,0.02934309574517557,0.005177610664885398,-0.004885285324630574,-0.001010726388645161,-0.26377315726920303,0.052455575255000685,-0.002336505325371558,-0.0211493914099751,-0.007100778416209437,0.20885901374856392,-0.0023476814743372872,-0.014426830627088973,-0.007305131887215547,0.0028608916632219933,-0.021976166759582836,-0.0001446897710895976,-0.0025115319430911
