time,m1_pos_actual,m1_vel_actual,m1_torque,m2_pos_actual,m2_vel_actual,m2_torque,m3_pos_actual,m3_vel_actual,m3_torque,m4_pos_actual,m4_vel_actual,m4_torque,m5_pos_actual,m5_vel_actual,m5_torque,m6_pos_actual,m6_vel_actual,m6_torque,m1_acc_actual,m2_acc_actual,m3_acc_actual,m4_acc_actual,m5_acc_actual,m6_acc_actual
0.0,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.005,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0075,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0125,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.015,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0175,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.02,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0225,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.025,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0275,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.03,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.0325,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
0.035,-0.002861022949,-0.006105422974,-0.048843383789,-0.012846946716,-0.004884719849,-0.205131530762,-0.000958442688,-0.004884719849,-0.029304504395,0.007057189941,-0.002442359924,-0.006837844849,0.184443473816,-0.002442359924,-0.020513534546,-0.002861022949,-0.007326126099,-0.002442359924,0.0,0.0,0.0,0.0,0.0,0.0
